Id,y
11,"[1.2874831e-05 1.4093653e-05 5.8944710e-04 9.9502039e-01 4.4544917e-04
 8.5050990e-05 2.0015346e-05 4.0883964e-04 9.3754777e-04 4.0288872e-04
 5.8995717e-04 6.3056446e-04 8.7963112e-05 3.9616672e-05 1.5302121e-05
 8.6467662e-05 9.3283770e-06 4.6654523e-04 1.1459534e-05 1.2630512e-04]"
12,"[1.7619166e-07 1.7863920e-11 6.3831983e-08 9.6648243e-08 2.5741835e-09
 4.5179946e-10 6.8422219e-11 2.0417968e-08 6.5735243e-08 2.4572630e-06
 9.3232746e-13 9.9999571e-01 1.9818177e-08 1.2549847e-10 9.2890980e-11
 6.2806715e-10 1.4190547e-10 1.3346664e-06 1.4261844e-08 9.6861577e-08]"
13,"[7.9672391e-05 6.7544542e-02 1.1253291e-04 2.7447368e-05 4.9515470e-06
 1.2846398e-03 4.7222293e-05 2.1587615e-05 4.0531913e-06 6.9285987e-04
 1.9703174e-02 3.4420061e-06 2.6250234e-06 9.3803147e-04 9.0896630e-01
 5.5336041e-06 6.0213129e-06 1.4159983e-04 2.1297272e-04 2.0078366e-04]"
14,"[5.5355558e-06 7.3707984e-06 3.6543366e-04 1.2304463e-03 7.5546748e-05
 1.1045050e-02 1.6008104e-03 4.4240907e-05 9.8385262e-01 3.3834079e-04
 1.5064022e-04 1.2050172e-04 1.0034052e-03 8.8647897e-07 4.9885617e-05
 7.1590785e-07 7.5088592e-06 3.2523069e-05 2.3309062e-06 6.6175933e-05]"
15,"[6.3019666e-06 7.8532416e-05 3.4373460e-04 3.2197537e-03 3.9516042e-05
 6.3145193e-03 9.9984072e-06 2.5267170e-03 4.6198977e-05 2.1071385e-03
 3.9730528e-03 1.0842870e-03 5.8889400e-05 3.5630874e-04 6.2969176e-04
 1.8587167e-05 2.4028246e-05 9.7711235e-01 9.0617805e-06 2.0412961e-03]"
16,"[9.8236841e-01 2.4083271e-03 2.0705268e-04 1.1715799e-05 7.2137351e-05
 4.5281278e-05 1.8959949e-04 1.1298421e-03 2.0163627e-05 1.0049339e-04
 2.3643712e-05 3.1456281e-03 1.3989165e-04 1.2987436e-04 7.7077559e-05
 5.4576380e-05 7.9281284e-03 1.7413442e-05 1.8562862e-03 7.4455915e-05]"
17,"[1.64939571e-04 4.21302684e-04 7.45109719e-05 1.28656029e-04
 3.05626949e-04 5.36070613e-04 3.69417539e-05 7.35208625e-04
 1.13083543e-05 2.53671151e-05 6.31049450e-04 1.00737794e-04
 9.99600510e-04 9.84116375e-01 6.75320998e-03 1.12170842e-03
 1.70835608e-03 9.37206845e-04 7.72581669e-04 4.19216987e-04]"
18,"[4.53969806e-05 1.79538009e-04 5.56554551e-05 2.64379894e-04
 9.11587995e-06 7.56781257e-04 1.13892875e-05 2.21204071e-04
 2.30244423e-05 1.57526680e-04 6.00644271e-04 6.06624002e-04
 5.72912220e-04 4.39605474e-01 4.80039511e-03 4.50152293e-04
 1.45856713e-04 3.73119302e-02 1.21189037e-03 5.12970090e-01]"
19,"[1.7591707e-05 2.0227391e-05 4.3665405e-06 1.5528209e-05 1.0360989e-03
 7.2749928e-05 1.2378731e-04 1.4135817e-05 1.6679421e-04 1.0672411e-05
 4.3482514e-06 3.4403787e-05 9.9815136e-01 2.8287128e-05 5.2793334e-06
 5.7003428e-05 4.6927227e-05 1.5260692e-05 2.7150436e-05 1.4805883e-04]"
20,"[1.1335845e-03 5.3219516e-03 1.9575900e-03 6.9318694e-04 9.2977891e-05
 2.2904330e-04 3.5505534e-05 1.2732427e-05 8.7018067e-05 9.8654628e-01
 4.6750059e-04 5.3261122e-04 1.8922419e-05 3.6680547e-06 6.7337934e-04
 2.2854874e-05 6.4358683e-06 1.5964987e-03 8.1042104e-05 4.8730223e-04]"
21,"[4.3000800e-05 1.4543328e-03 4.9613300e-04 5.4365699e-04 4.5472830e-06
 5.8894191e-05 2.8874367e-06 7.7775521e-06 1.8835320e-06 8.9005977e-01
 1.8587953e-03 1.3676747e-04 4.1064763e-07 3.7622463e-05 3.3085868e-02
 2.7757801e-06 4.8571326e-07 6.4449653e-02 4.6076585e-04 7.2939037e-03]"
22,"[1.3602945e-06 6.6085198e-07 9.4228668e-08 2.3231382e-07 1.8313469e-05
 3.6171417e-09 1.3333531e-08 5.7523397e-07 3.9609938e-09 2.4990848e-07
 1.5349465e-06 4.3921796e-07 1.2719167e-07 1.2080327e-05 1.7476567e-07
 9.9990308e-01 9.9980650e-07 1.9023118e-07 6.3814578e-06 5.3545304e-05]"
23,"[1.02673905e-04 2.33025770e-04 4.16995448e-07 1.58638413e-05
 2.14946158e-06 4.47534694e-05 5.71719885e-01 1.43592033e-05
 4.98384051e-03 8.56897088e-07 5.68812038e-06 4.42072951e-06
 7.32903791e-05 6.56490301e-05 1.40420925e-02 1.90515834e-06
 3.72117233e-06 6.35174786e-07 4.08673137e-01 1.16279380e-05]"
24,"[4.1320545e-04 4.9878279e-04 2.6950042e-06 5.0501994e-06 2.9168859e-06
 1.5462401e-06 1.1453774e-03 2.6589873e-06 2.2662625e-05 8.8343848e-05
 1.9090642e-06 4.5806184e-05 8.2842098e-06 9.7999546e-05 9.7025390e-04
 3.1064679e-05 2.8910308e-06 7.2626667e-06 9.9626118e-01 3.9008621e-04]"
25,"[2.23728060e-03 2.82255234e-04 9.42090340e-03 4.65604126e-01
 2.36992934e-03 1.57443952e-04 2.71272683e-03 3.52476649e-02
 4.14636917e-03 5.64991403e-03 9.77261690e-04 1.76669851e-01
 1.34573679e-03 5.08851465e-03 6.39918377e-04 8.75543244e-03
 4.55006899e-04 1.32403225e-02 2.59016514e-01 5.98282646e-03]"
26,"[1.48948835e-08 1.59064939e-07 6.29354346e-08 2.79235941e-08
 6.34028496e-10 3.96676043e-08 1.25550244e-07 9.99089956e-01
 1.32724693e-08 5.85583387e-11 2.07713796e-07 3.22638402e-06
 2.63285820e-08 6.98208510e-07 4.43875763e-08 1.91532656e-08
 2.02832553e-06 9.03271954e-04 6.53898411e-08 1.05234257e-08]"
27,"[5.0735177e-04 1.0076067e-04 3.2350119e-05 6.6590474e-05 3.3265736e-05
 1.2843452e-02 8.1836647e-01 1.6048910e-04 1.1714238e-01 2.3876232e-04
 6.8195761e-05 2.0824486e-04 3.6208760e-03 3.0684670e-05 1.3265282e-02
 2.3916353e-05 1.2930599e-04 4.7048637e-05 3.1617269e-02 1.4972595e-03]"
28,"[2.4957542e-04 5.0676404e-06 9.8937075e-04 4.1689723e-06 8.1285325e-05
 9.8249875e-03 2.3790749e-03 6.5993029e-04 3.0874286e-02 1.0581347e-05
 2.5184476e-05 2.0961023e-05 1.9238252e-02 2.1066623e-04 1.8496220e-03
 5.8724364e-04 9.3290043e-01 1.8437064e-05 4.8918228e-05 2.1935330e-05]"
29,"[3.7844470e-04 1.0291992e-05 4.4132007e-04 2.2700933e-06 9.8942437e-05
 1.0712450e-06 3.9822917e-06 2.3990197e-03 4.9155751e-06 5.7842595e-07
 1.1182468e-05 2.1685080e-05 6.5247889e-04 1.4902886e-03 2.6245639e-06
 6.7353756e-03 9.8770684e-01 2.9851642e-05 4.6618356e-06 4.1684693e-06]"
30,"[7.3635140e-03 4.2908476e-03 4.7821528e-03 1.8198626e-03 1.5908111e-02
 2.4900326e-04 2.3953627e-04 5.2540535e-03 1.9072469e-04 6.1076297e-04
 1.1028229e-02 1.5473082e-03 2.0372760e-03 6.5445676e-02 2.5995849e-03
 8.2351446e-01 4.3886859e-02 9.9443505e-04 3.3301227e-03 4.9075414e-03]"
31,"[7.0974175e-03 8.5847491e-01 7.2297266e-06 1.4184741e-05 7.8185249e-06
 2.6518824e-06 2.3894054e-06 1.0152837e-05 2.5144595e-07 2.7947742e-04
 4.1848895e-04 3.4483057e-06 5.6199756e-06 7.9320110e-02 3.9393265e-02
 4.6132803e-03 9.7159165e-05 1.9706486e-05 1.0205384e-02 2.7028571e-05]"
32,"[1.3193466e-05 2.6049104e-03 8.2061422e-07 5.1729658e-06 7.4483782e-05
 3.8488861e-07 4.2949441e-08 1.7799122e-06 1.0986048e-08 3.0459639e-06
 1.3285100e-04 1.2317791e-07 3.2497082e-06 9.6511155e-01 1.9954874e-03
 2.9933266e-02 1.5097314e-05 1.8924205e-06 9.8147895e-05 4.5638162e-06]"
33,"[5.7354820e-05 1.2069951e-06 4.5055724e-04 3.8290245e-04 4.6607267e-05
 1.3067385e-05 4.1224856e-05 9.6823842e-06 8.4362393e-03 7.1859490e-03
 1.2430750e-06 1.4184028e-02 9.6744061e-01 6.8871905e-06 9.5624009e-06
 2.9288447e-05 3.1907974e-05 6.7136070e-04 6.2634506e-05 9.3766249e-04]"
34,"[1.2524758e-07 1.3607411e-08 3.1556712e-07 3.1441778e-07 1.6494640e-06
 3.6072905e-07 2.1900919e-06 9.8174496e-07 3.3964412e-04 1.8427610e-07
 1.2965301e-08 5.2401465e-06 9.9964201e-01 6.6194168e-08 1.4486283e-08
 8.2700944e-07 1.2333775e-06 7.4956370e-07 2.7507903e-07 3.7338195e-06]"
35,"[3.9712559e-06 1.0940422e-05 9.7698248e-06 2.7126009e-05 1.6375263e-04
 4.6880265e-05 6.1903943e-06 9.0113565e-05 3.7216647e-05 5.5495575e-06
 2.8054179e-05 3.1191459e-05 9.9885809e-01 4.3289791e-04 3.1398297e-06
 4.7199378e-06 1.0110814e-04 7.5053613e-05 3.9493430e-06 6.0217219e-05]"
36,"[1.2772954e-03 1.3877902e-02 1.5537823e-02 2.5408989e-02 9.1900129e-04
 3.8739434e-04 1.7251489e-04 5.3858650e-03 6.2069659e-05 1.7026991e-03
 9.1662890e-01 1.1736154e-04 1.2969077e-04 5.0405473e-03 4.1665542e-03
 1.6460466e-04 3.5340249e-04 7.8441668e-03 2.1117223e-04 6.1214651e-04]"
37,"[4.3241875e-05 1.3455610e-04 1.1335203e-04 9.2161138e-04 8.9258283e-01
 3.8150414e-05 4.8040132e-05 9.8468699e-05 2.5169682e-05 8.8059940e-05
 2.6473682e-04 3.8748276e-05 4.3291520e-02 1.2403759e-03 8.5032378e-05
 6.0097359e-02 6.2965351e-04 3.9147941e-05 5.9829752e-05 1.5992287e-04]"
38,"[7.2440105e-07 7.3850254e-07 5.6581019e-05 1.0233335e-07 2.6150806e-09
 3.6231602e-09 1.0602582e-09 1.7045881e-10 7.2042674e-08 9.9991381e-01
 3.6855855e-08 1.3100875e-05 4.1400822e-10 3.9120263e-11 3.0018816e-07
 1.8802482e-09 1.6312549e-10 1.4438529e-05 3.4983103e-09 2.4900071e-09]"
39,"[6.3528942e-06 1.6506794e-05 3.2354357e-05 1.2183443e-04 6.8463501e-06
 1.0351241e-04 1.0232455e-05 7.7841893e-02 3.7340666e-05 3.0569507e-05
 1.5184339e-05 2.0160809e-02 1.3491990e-04 2.3527720e-05 8.3457771e-06
 1.0656449e-05 1.2479307e-05 9.0048409e-01 2.1920965e-05 9.2070142e-04]"
40,"[4.3866870e-09 4.5967043e-11 2.7352630e-06 6.3765333e-07 3.5758261e-05
 3.7250360e-05 2.3315493e-04 1.7351173e-08 9.9938059e-01 1.1704182e-06
 1.6938366e-09 3.3176068e-06 3.0529028e-04 6.8513431e-11 2.0227660e-08
 1.8240938e-09 6.5817813e-09 1.9363047e-09 5.5941274e-09 6.4745271e-09]"
41,"[8.3599163e-09 1.5301936e-07 2.8243605e-08 6.7996893e-07 9.9992549e-01
 1.1673428e-05 1.4597380e-07 1.5335178e-08 2.9370983e-09 3.0704960e-08
 1.4713748e-07 2.6937288e-08 1.6575013e-05 4.3671258e-05 4.7399726e-07
 3.8432975e-07 4.9927729e-07 1.6711583e-08 3.1756453e-09 2.1980540e-08]"
42,"[8.3422816e-07 1.2993449e-06 3.8845956e-04 9.9734145e-01 6.1483697e-05
 4.8227954e-05 5.0775107e-06 5.0858293e-05 1.8303757e-04 9.8558795e-04
 6.3245418e-05 5.8221247e-04 7.9537840e-06 2.6121681e-06 2.1794137e-06
 3.2151029e-06 3.1686446e-07 2.3919728e-04 7.2289373e-07 3.2104967e-05]"
43,"[3.5617602e-05 5.9102734e-07 6.0294417e-07 4.5100202e-05 1.0565719e-05
 1.5882320e-05 4.5337212e-05 2.2346796e-07 5.4525888e-05 2.7972274e-03
 5.9535563e-07 7.5399592e-05 2.3809162e-06 2.6905352e-07 2.5976637e-05
 4.8703296e-06 1.0942576e-07 4.5092973e-05 1.0571344e-02 9.8626828e-01]"
44,"[1.0714570e-07 1.0636975e-06 2.9375963e-06 1.3573244e-07 9.7717770e-05
 9.9942410e-01 3.7242656e-04 2.9596677e-06 6.8134454e-05 5.7819740e-08
 2.4220071e-06 7.9436596e-08 4.2046349e-06 4.6906339e-07 2.0802636e-05
 4.9243281e-09 1.8532347e-06 3.6626238e-07 1.9367999e-08 1.1960505e-07]"
45,"[5.7687012e-05 4.0652926e-04 1.2699793e-06 3.0925445e-08 1.4572367e-05
 1.5679027e-03 9.9594611e-01 4.9162225e-07 2.0576915e-04 3.7353796e-06
 1.9131498e-07 2.9368738e-07 2.6941620e-06 6.6400003e-07 1.3948735e-03
 3.4155778e-07 1.6416410e-06 3.6198010e-08 3.9485793e-04 2.4579694e-07]"
46,"[9.0439379e-04 3.2670600e-03 4.9829902e-03 4.2222504e-04 1.3703640e-04
 5.9573440e-04 1.5127102e-04 4.4461809e-05 1.1849462e-04 9.7141504e-01
 2.4640691e-04 9.9539636e-03 4.4119672e-05 1.2091949e-05 1.0613725e-03
 3.3157688e-05 1.6608461e-05 6.1349310e-03 2.4659614e-04 2.1201572e-04]"
47,"[1.0034174e-01 3.2587050e-05 3.8657598e-02 5.8020167e-05 3.0222740e-05
 5.9363734e-05 5.2444000e-05 3.3043482e-04 4.8614474e-04 2.1530587e-02
 2.7198341e-06 8.2693172e-01 3.3765862e-04 1.3394479e-05 1.3548828e-05
 5.6363879e-05 8.5734604e-03 6.6311558e-04 1.5330587e-04 1.6755798e-03]"
48,"[9.1526097e-05 2.4186082e-07 5.9055998e-05 2.0161143e-07 7.3632168e-06
 8.4250428e-07 1.2450326e-06 2.2274698e-05 6.3367145e-07 1.1550407e-07
 1.9488704e-07 3.4430063e-06 6.3835767e-05 6.7022935e-05 6.3301729e-07
 4.2279685e-06 9.9967575e-01 1.6027056e-07 6.8514515e-07 6.7182344e-07]"
49,"[4.9037895e-05 3.9337314e-04 5.2442430e-03 9.7330108e-02 5.2186180e-05
 2.7969744e-04 3.9819820e-06 3.4144908e-04 1.9054556e-04 6.5359712e-01
 8.2244202e-03 3.2375031e-03 7.5319831e-06 8.8835710e-05 2.6307867e-03
 8.1262493e-04 1.1276940e-05 2.0205934e-01 2.4785302e-04 2.5198134e-02]"
50,"[2.84905326e-07 5.88336934e-06 1.30486878e-04 5.81721433e-05
 8.01788858e-08 3.74604933e-05 1.38199411e-07 1.46640406e-04
 1.43863645e-06 7.63811520e-04 1.10679845e-04 8.53318779e-05
 4.31293017e-07 6.92029801e-07 4.48395549e-05 7.51956691e-07
 3.43147889e-07 9.98398006e-01 7.40141331e-07 2.13745458e-04]"
51,"[5.07725272e-05 7.73549895e-04 5.51411322e-05 2.73765872e-05
 1.13638980e-05 1.51060420e-04 2.67357950e-06 1.00031064e-03
 1.40593386e-06 3.06452830e-06 3.15866689e-03 1.19495371e-05
 1.01532125e-04 9.85430956e-01 7.59987766e-03 1.75505411e-04
 7.80294882e-04 4.28329513e-04 1.58132796e-04 7.81799463e-05]"
52,"[9.8740244e-01 3.0327588e-04 2.0864161e-05 8.1775966e-07 1.2202572e-06
 2.2001350e-07 3.9850966e-05 9.9570377e-07 1.1551577e-06 6.6322897e-04
 3.3311022e-07 8.0840532e-03 3.5988087e-06 4.6599189e-06 1.8097751e-05
 4.5029315e-06 3.6278005e-05 3.0963889e-07 3.3998557e-03 1.4226128e-05]"
53,"[3.3599725e-03 9.6859758e-06 1.0788955e-04 1.2386583e-06 6.3155676e-05
 2.2698268e-06 3.0547501e-06 6.3953972e-05 2.2346940e-06 2.1239232e-06
 2.3084008e-06 1.2802021e-05 1.2797303e-04 6.2709150e-05 5.2561786e-06
 2.2763226e-05 9.9613440e-01 5.7680097e-07 1.2637810e-05 3.0379697e-06]"
54,"[2.2835576e-03 1.0169501e-03 9.4662851e-01 3.5918807e-03 3.7917768e-04
 5.8454281e-04 2.4741670e-04 1.6109772e-02 4.2838967e-04 2.5645348e-03
 1.3948436e-02 2.5417679e-03 3.6686327e-04 3.9898866e-04 4.9501372e-04
 3.6021412e-04 3.5365701e-03 4.3251510e-03 6.3864456e-05 1.2843290e-04]"
55,"[0.07335984 0.09717824 0.20852745 0.0394407  0.00375262 0.01164189
 0.0164167  0.03658186 0.01997716 0.06413345 0.1419334  0.01254489
 0.05054317 0.0165271  0.13563274 0.01446526 0.02119505 0.01874538
 0.00869848 0.0087046 ]"
56,"[1.0720596e-03 5.4782303e-04 1.8208936e-03 1.4815736e-04 1.3566607e-04
 5.9522584e-04 6.4869446e-04 2.7254963e-04 6.0696658e-03 7.1778370e-04
 3.7653351e-04 4.4363021e-04 9.7851926e-01 6.9861655e-04 9.7126124e-04
 2.1696172e-04 3.1492852e-03 1.0122315e-03 4.3547116e-04 2.1483207e-03]"
57,"[3.5538271e-04 3.0135598e-03 9.3193026e-04 2.1369112e-04 2.5256680e-02
 5.3511087e-02 5.7141570e-04 8.1626896e-04 1.6538317e-04 1.4721132e-04
 6.5962924e-04 8.7342266e-04 5.2338564e-01 3.6894923e-01 1.2751389e-02
 6.9748150e-04 6.6724177e-03 6.0854561e-04 2.4597623e-04 1.7366455e-04]"
58,"[2.0227418e-08 4.4214721e-06 3.6989128e-05 2.7535132e-05 8.5281144e-06
 9.9863511e-01 6.4539105e-05 2.8911829e-05 1.4751693e-04 3.6558955e-05
 7.2610093e-04 2.0326856e-06 1.1124382e-05 2.0191669e-06 6.8671907e-05
 2.7764020e-08 7.2511853e-07 1.9606118e-04 9.7664881e-08 2.9903401e-06]"
59,"[0.00115343 0.01200567 0.0233113  0.03785077 0.01510526 0.3459554
 0.00343971 0.02047984 0.00417065 0.01726788 0.33511063 0.00877397
 0.00729217 0.02123023 0.06657392 0.00200879 0.00427263 0.06717113
 0.00146836 0.00535827]"
60,"[3.53626870e-02 6.82569982e-04 1.02781223e-06 6.54554469e-07
 2.81371143e-07 6.35425920e-07 9.38029043e-05 6.39717371e-07
 1.73035971e-06 3.36299199e-05 7.89490684e-07 5.92800032e-04
 1.25809365e-05 2.07423887e-04 8.91065923e-04 1.05957761e-05
 1.92670595e-05 7.92021524e-07 9.61799026e-01 2.88033654e-04]"
61,"[3.0873066e-03 2.6481302e-04 6.7330874e-03 4.7130249e-02 1.9939290e-04
 8.1723221e-05 1.4594173e-04 1.5853567e-04 1.5360567e-03 1.1707128e-01
 5.3700431e-05 8.1541604e-01 6.6511100e-04 5.7609683e-05 9.8422024e-05
 2.1740631e-04 5.3948464e-05 9.8649855e-04 1.5395597e-03 4.5034662e-03]"
62,"[2.59346969e-04 5.30919409e-04 1.25655076e-02 2.70796893e-03
 1.57522096e-04 4.93104453e-04 1.97150002e-05 1.09284565e-05
 9.05591805e-05 9.77025509e-01 1.35385152e-03 7.63546501e-04
 2.56076855e-05 1.10371011e-05 6.98862073e-04 1.11483696e-05
 1.83941429e-05 2.89877551e-03 1.34139800e-05 3.44173779e-04]"
63,"[3.3294688e-07 1.0166709e-07 8.3909320e-08 7.1537696e-09 1.6054345e-08
 1.0408154e-05 9.9420553e-01 1.1778640e-07 5.6836051e-03 2.5586699e-08
 5.9158722e-09 6.1940518e-08 4.8809332e-05 5.7623623e-10 3.1543063e-06
 9.6261372e-09 7.2284152e-08 5.4040079e-09 4.7666297e-05 6.0683533e-08]"
64,"[1.98949851e-06 6.96645429e-07 7.33107527e-07 5.86586992e-08
 1.58634563e-07 1.55524031e-05 9.95625854e-01 8.89558464e-07
 3.98678565e-03 4.41514317e-07 1.01110246e-07 7.20072535e-07
 1.65236241e-04 1.06763718e-08 1.31620454e-05 1.65190926e-07
 1.47607318e-06 4.10923811e-08 1.85808269e-04 2.10190919e-07]"
65,"[6.5060376e-06 1.4104606e-06 4.4199970e-11 2.5456888e-09 6.8415044e-11
 2.2407715e-10 3.3898075e-06 3.9252224e-09 7.8322762e-09 1.0174127e-08
 1.5323967e-09 1.3461475e-07 3.7463019e-09 1.0908839e-07 2.2458482e-06
 3.9652413e-08 2.7994196e-09 2.1932949e-09 9.9997675e-01 9.4320767e-06]"
66,"[2.9088596e-09 9.9302566e-09 7.3536630e-06 2.4241055e-05 6.9056497e-08
 2.1254293e-07 2.0189793e-08 9.9785990e-01 7.2021095e-08 8.0384810e-10
 1.6728457e-07 2.3462344e-05 1.7248647e-07 4.2427402e-07 3.8398928e-09
 1.6105592e-07 7.0866497e-07 2.0829886e-03 7.1959958e-09 6.3108423e-08]"
67,"[1.67912830e-07 5.62199148e-07 3.93969822e-06 4.60361616e-06
 3.36078010e-05 7.77355247e-09 5.20211586e-07 4.90786508e-04
 3.84465331e-08 1.18927304e-07 4.73162316e-07 1.75438126e-05
 4.60581390e-07 1.12360294e-05 3.55273187e-07 9.99399543e-01
 1.97472923e-06 1.28275196e-05 2.01734583e-05 1.00294835e-06]"
68,"[1.2336818e-04 4.9995614e-04 1.0762175e-03 2.2420865e-03 1.9650197e-05
 7.8486555e-05 2.2420032e-05 9.8810005e-01 7.2743300e-05 4.0140590e-06
 4.5417281e-04 1.4892854e-03 5.0124348e-05 4.2666501e-04 1.3111243e-05
 6.2904626e-05 5.0162413e-04 4.7174674e-03 3.2866235e-05 1.2807375e-05]"
69,"[1.22008703e-06 9.05639627e-06 2.21538139e-04 6.86258599e-02
 7.05240154e-06 4.46353370e-05 9.20687762e-06 9.17333364e-01
 7.68952086e-05 2.31309605e-06 1.60899537e-04 3.17052123e-03
 4.49866639e-05 1.26131155e-04 1.64742801e-06 1.33467565e-05
 3.38025930e-05 1.01022152e-02 7.61294450e-06 7.62110994e-06]"
70,"[1.70287002e-08 5.29846105e-08 3.04540251e-08 2.48491091e-07
 4.17907842e-08 1.40528882e-05 9.99858022e-01 7.92238268e-07
 8.16111569e-05 4.77884887e-09 2.12718945e-08 3.92441386e-08
 4.51133292e-06 2.73974865e-09 7.03158184e-06 6.09147843e-09
 1.19046035e-08 4.34955671e-09 3.34126307e-05 3.79137326e-08]"
71,"[9.99904275e-01 4.24962054e-05 5.44880277e-06 2.86102719e-09
 9.39804945e-09 1.01840465e-08 1.01050932e-06 6.79445691e-07
 1.93844869e-07 3.81213545e-06 1.88069755e-08 7.44902945e-06
 9.38284757e-08 3.34972654e-08 1.26234497e-07 2.10617266e-08
 3.07991722e-05 1.59421329e-08 3.15413854e-06 2.84536213e-07]"
72,"[5.5356674e-11 1.1347056e-11 2.2492791e-11 5.4666688e-11 1.5375105e-07
 3.9562570e-13 7.1336036e-12 5.6617669e-11 1.3703554e-13 2.0181839e-11
 4.1701750e-10 1.0265221e-11 5.9398298e-12 3.9062247e-08 2.5499174e-09
 9.9999988e-01 6.7711448e-11 7.7127350e-12 1.4569395e-09 2.3607935e-10]"
73,"[1.5279149e-09 6.5102164e-09 3.5129307e-08 1.7027399e-07 9.9996412e-01
 1.2412482e-07 1.1867908e-07 6.8430563e-09 7.9654411e-10 2.3171882e-09
 1.3282772e-07 2.6769902e-09 4.5807147e-07 9.1716394e-08 1.6852239e-08
 3.4660345e-05 3.2170192e-08 4.4682588e-10 2.1209761e-09 2.2846034e-09]"
74,"[2.5241650e-07 7.4825919e-05 3.5108252e-07 6.9399482e-07 1.7106847e-06
 1.4981884e-04 7.1299944e-08 1.8631525e-07 2.4842186e-09 7.5412072e-07
 5.8463002e-03 2.8982157e-08 1.9609402e-07 9.0447736e-01 8.9390196e-02
 3.4791731e-06 1.4130287e-06 7.3167243e-06 3.0099279e-06 4.1999447e-05]"
