Id,y
17,"[1.1932434e-09 7.5605456e-08 2.3229127e-10 4.5199391e-09 8.7443741e-09
 3.3711283e-09 4.2958009e-11 3.4871101e-07 4.1628844e-12 2.2244871e-11
 2.9985053e-08 1.3747357e-09 2.7727394e-09 9.9999440e-01 5.5429433e-07
 1.0732905e-06 3.2984944e-06 3.7802995e-08 1.0601809e-07 2.7550934e-10]"
18,"[1.06077732e-05 5.11798891e-04 1.83524626e-05 5.97435246e-05
 2.62688809e-06 3.14679419e-05 2.48951483e-06 2.76257415e-05
 1.04118066e-04 1.50079650e-04 7.49643252e-04 4.33466121e-05
 3.91813199e-04 9.22736824e-01 2.71999501e-02 1.00205606e-03
 2.38582961e-05 1.23535767e-02 4.65543068e-04 3.41143981e-02]"
19,"[2.6622891e-11 6.0995116e-09 5.3926160e-12 8.1902246e-10 1.6262822e-08
 4.5795012e-08 1.9232258e-08 6.2165106e-11 9.2305737e-07 8.2044878e-09
 9.5291143e-11 3.1233654e-08 9.9999726e-01 1.4073370e-10 9.0531672e-11
 5.3464533e-10 1.5288248e-10 5.6681052e-11 1.1009191e-10 1.6413477e-06]"
20,"[6.9154826e-06 1.3932746e-03 7.0747413e-04 6.6045199e-05 5.1736565e-06
 5.2035663e-05 2.2219090e-06 7.7462879e-08 4.7531525e-05 9.9752682e-01
 3.4899633e-05 6.5741675e-05 2.0179583e-05 1.8759189e-07 1.8640721e-05
 6.9467483e-06 2.1463667e-07 3.4966324e-05 2.1323827e-07 1.0563241e-05]"
21,"[4.9725691e-05 3.3309436e-03 1.5430595e-02 1.1110697e-02 1.3575415e-04
 2.4738236e-05 2.2497350e-05 2.6527143e-04 1.0912669e-04 1.7783220e-01
 1.5973724e-02 1.1698924e-03 2.3568409e-05 3.5126472e-04 4.9097883e-03
 1.6870341e-04 3.0690229e-05 7.6658332e-01 3.5213543e-05 2.4422342e-03]"
22,"[1.2577282e-08 8.7206622e-08 1.9907906e-08 2.2337723e-08 6.4929259e-06
 8.1980041e-09 9.0500322e-08 1.9808151e-07 4.8952433e-07 3.1555604e-08
 1.0040274e-07 4.5431573e-08 5.6956117e-07 2.0176209e-07 3.2978447e-09
 9.9994111e-01 4.8157037e-08 3.2082275e-07 2.2390886e-07 4.9984152e-05]"
23,"[4.3454943e-03 7.6116982e-04 8.9134712e-04 5.5500513e-01 5.7068632e-05
 1.7124158e-03 1.4891230e-01 2.3331793e-03 1.5354854e-01 1.3544515e-04
 2.4364138e-02 1.6794446e-03 5.2774274e-03 9.2321718e-03 6.8255011e-03
 8.4311696e-04 2.2648231e-04 9.9116995e-04 7.1491830e-02 1.1366625e-02]"
24,"[8.6549095e-05 1.1947357e-05 2.4781389e-07 3.0247031e-06 2.0489581e-06
 6.1749206e-06 1.8064323e-04 7.3519668e-06 1.9919023e-06 2.2127131e-06
 1.3782190e-07 6.0120769e-06 1.4641519e-05 2.1515103e-04 5.5523906e-05
 5.0899903e-06 4.7233701e-05 2.3212024e-06 9.9913508e-01 2.1666443e-04]"
25,"[1.9674213e-03 3.1211108e-03 2.8467187e-04 1.2074272e-01 2.2501883e-03
 3.6684721e-04 8.6981378e-04 1.9385396e-02 5.1873340e-04 5.3249713e-04
 3.0010522e-04 1.6862702e-01 9.4007864e-04 1.9017443e-02 5.4057799e-03
 2.9208921e-03 1.3497726e-03 4.5687845e-03 6.3644379e-01 1.0386925e-02]"
26,"[3.0704457e-06 7.4342501e-07 8.0257059e-06 1.4791209e-05 1.5158560e-07
 1.1237507e-06 4.2474407e-05 9.9900073e-01 2.8075556e-07 1.5378610e-08
 3.4422142e-06 2.8502727e-05 1.2563899e-06 8.2387101e-05 4.8708971e-06
 2.6516168e-06 5.1099778e-05 7.4442854e-04 5.8050177e-06 4.0365753e-06]"
27,"[4.4224184e-06 6.2047043e-08 1.1570157e-07 2.9986586e-07 3.7711470e-08
 1.7862907e-04 9.9830222e-01 2.2335807e-06 4.9338443e-04 4.2794849e-08
 5.5250635e-09 1.6560227e-07 6.8115236e-07 3.1129371e-08 1.0245362e-05
 2.0920560e-07 9.2403252e-07 1.5745140e-09 1.0034225e-03 2.9558944e-06]"
28,"[2.8963893e-07 1.3023521e-06 8.0187543e-05 7.5894377e-06 4.8416194e-07
 8.1669283e-01 1.0613610e-02 1.1641750e-05 1.6873352e-01 1.5574691e-04
 5.7920250e-05 2.7998334e-07 3.0722817e-06 1.4090193e-06 1.8244267e-03
 3.7031327e-04 1.3848785e-03 2.6367048e-05 3.3814653e-05 2.9193785e-07]"
29,"[2.3063381e-04 1.0297715e-04 1.3345536e-03 2.4520280e-06 6.5432764e-06
 6.7005226e-06 1.4000673e-04 4.9751699e-03 2.2075201e-05 4.3994751e-06
 1.3932929e-04 2.0173201e-04 5.9273682e-04 1.8214891e-03 2.2532244e-05
 3.6859203e-03 9.8661518e-01 7.6878408e-05 1.5000610e-05 3.5334874e-06]"
30,"[2.3259569e-04 1.7541329e-03 3.8450610e-04 1.1291237e-03 4.8522507e-03
 2.9589844e-04 7.8114470e-05 8.0485567e-03 7.0330818e-05 3.2754004e-04
 4.4035730e-03 3.2765951e-03 2.5104207e-03 1.9687369e-01 1.5691747e-03
 7.6324248e-01 2.8942628e-03 5.8365525e-03 2.9728285e-04 1.9229101e-03]"
31,"[3.2289990e-03 2.5098929e-01 2.2058826e-04 6.7782140e-04 1.5199522e-03
 1.8025211e-04 4.1407385e-04 6.1556883e-04 1.6603099e-04 1.1615044e-02
 7.7928999e-04 1.4323246e-03 9.5507654e-04 6.5534002e-01 2.2329515e-02
 3.0978397e-02 1.1929234e-03 7.3042149e-03 9.7449683e-03 3.1566154e-04]"
32,"[2.6149030e-07 1.8125089e-05 3.2232179e-09 3.8066213e-07 2.3465292e-07
 4.1962920e-08 5.4559244e-08 1.4343635e-07 5.8906704e-08 3.6044833e-07
 4.4226022e-07 2.4906791e-07 9.0903814e-07 9.9955124e-01 8.4093772e-05
 3.2053428e-04 1.3209075e-07 5.2152232e-06 1.6353288e-05 1.0676667e-06]"
33,"[3.99368400e-06 1.88338461e-07 1.23692189e-07 1.75795969e-04
 7.80727896e-06 3.79315480e-07 9.95110099e-07 5.78387862e-08
 1.31069130e-04 3.80444726e-05 4.90674097e-07 2.97591905e-03
 9.96191859e-01 1.40990073e-06 2.41518965e-08 1.77622212e-06
 1.07391976e-07 1.90159062e-06 1.04372766e-05 4.57688933e-04]"
34,"[6.9592225e-09 1.7480838e-08 9.0718988e-09 8.6445533e-07 5.8230495e-07
 5.5616675e-07 4.4802255e-07 8.1002050e-08 1.6810872e-06 2.6249046e-07
 2.6675083e-08 1.3160294e-06 9.9994779e-01 6.7809700e-09 5.6482946e-10
 1.6627627e-07 2.9564964e-07 4.9449844e-09 1.6188664e-09 4.5815399e-05]"
35,"[8.0134885e-09 1.1323420e-08 4.4465426e-10 4.3938738e-07 5.8639817e-08
 6.5745915e-08 9.5767234e-09 1.9171755e-09 9.2498823e-08 1.9820064e-07
 1.3694317e-07 1.7389340e-07 9.9999785e-01 1.7658683e-09 3.3680403e-10
 2.4493143e-09 8.1377109e-09 1.8400831e-09 7.7459905e-09 9.9112515e-07]"
36,"[5.5227458e-04 9.3653405e-05 3.5429555e-01 2.0510168e-03 8.4357143e-06
 5.3216772e-06 2.7146327e-06 1.6319313e-03 1.8937387e-06 1.4707916e-04
 6.4054990e-01 2.0332813e-05 3.5076707e-07 1.0011932e-04 9.6751217e-05
 8.7660300e-07 1.8226494e-05 4.1872569e-04 4.2729101e-07 4.4584363e-06]"
37,"[3.2462501e-07 7.9129577e-06 1.0936271e-06 1.0431856e-05 9.7045642e-01
 7.2059953e-07 5.6383619e-06 8.1796469e-07 5.6832891e-06 5.8428606e-07
 2.3836378e-06 2.7897731e-06 1.9969247e-02 6.9002685e-04 9.8075998e-06
 8.8116303e-03 6.8045038e-06 1.6429409e-06 2.9596495e-06 1.3009301e-05]"
38,"[2.8306133e-07 5.3972030e-07 2.2443401e-06 4.7197232e-06 1.4963508e-06
 1.3160493e-06 2.9116134e-08 1.0995226e-08 7.8764624e-06 9.9991715e-01
 1.7741936e-06 5.6020282e-05 8.6451173e-08 3.5158294e-08 1.7376060e-06
 4.3348359e-07 9.6167305e-09 3.9602805e-06 1.3271600e-07 2.4457603e-07]"
39,"[2.3177702e-09 6.4146166e-06 6.0656653e-08 2.2244125e-05 9.7461157e-07
 6.2915456e-07 5.9633481e-07 1.9481464e-03 9.5342119e-07 2.3017378e-06
 5.4715692e-06 5.1896317e-05 3.3887429e-07 1.1023357e-05 7.2284870e-06
 2.1695412e-06 1.9389988e-08 9.9793434e-01 9.6388135e-08 5.1727993e-06]"
40,"[1.8670546e-10 1.9783093e-10 5.5846825e-09 9.7950931e-08 7.7907288e-07
 3.8556092e-07 1.9517067e-06 3.0513121e-09 9.9995089e-01 2.7102698e-07
 5.1531741e-11 1.4517915e-06 4.3148953e-05 3.5506965e-11 1.8971158e-09
 4.9381714e-07 2.1025549e-11 2.6477174e-08 8.0390903e-09 5.0669865e-07]"
41,"[9.1622640e-11 3.7650412e-09 4.8923024e-08 2.3471987e-09 9.9999964e-01
 3.6141408e-08 7.8399616e-08 1.4035649e-08 2.0743194e-11 2.1756030e-10
 9.7421038e-10 7.6730211e-10 8.1509022e-08 3.6329190e-08 4.0949445e-08
 3.7119491e-08 4.4444919e-09 1.6329391e-10 5.6198729e-10 4.9261939e-10]"
42,"[3.3725069e-08 1.8675486e-07 6.3967327e-06 9.9990690e-01 6.4488281e-06
 4.1100753e-07 1.3157351e-07 9.7071347e-07 1.0123897e-05 1.5498554e-05
 1.9371723e-06 3.3836073e-05 1.5975447e-06 1.4927700e-07 2.0023418e-07
 1.2677453e-06 3.9240495e-09 1.2795803e-05 9.1035282e-08 8.9995251e-07]"
43,"[2.2313154e-05 1.9496290e-06 4.8300808e-07 9.4735351e-06 2.1964623e-05
 3.2000896e-06 4.4867519e-07 4.1098584e-08 5.9110721e-06 3.1466276e-04
 3.3004435e-06 4.5012897e-05 4.3373793e-06 1.1221347e-06 2.0292822e-04
 3.6446522e-06 9.4463431e-08 5.7658748e-05 3.2517752e-03 9.9604970e-01]"
44,"[2.3678025e-08 3.0915619e-08 6.8161052e-07 3.4354193e-07 2.5828393e-07
 9.9993825e-01 2.7821567e-05 1.1446556e-05 9.3188783e-06 8.5638931e-07
 2.4298586e-07 1.5364424e-07 3.6757538e-07 7.8046440e-08 7.9817064e-06
 1.0325298e-08 9.6921849e-07 5.0487375e-07 3.6292559e-07 4.4736078e-07]"
45,"[9.3863503e-07 6.3685266e-06 9.5408768e-07 1.2271004e-06 8.8686274e-06
 4.8684604e-05 9.9959809e-01 3.1824089e-05 1.4477639e-04 1.0361320e-07
 8.1809219e-08 3.9802476e-08 1.9289035e-05 2.0393079e-06 1.0028615e-04
 1.3917843e-06 5.5450050e-06 1.1921144e-07 2.9187304e-05 1.4013759e-07]"
46,"[7.09231870e-07 3.51763920e-05 4.40220756e-04 8.71564334e-05
 8.00393991e-06 1.71720585e-05 1.52816597e-06 1.06735899e-06
 6.56355405e-05 9.79640424e-01 1.85481747e-06 1.94690637e-02
 1.11538846e-07 8.03221440e-07 3.51824310e-05 1.22455367e-06
 4.71693482e-07 1.92839070e-04 1.11114969e-06 2.42388012e-07]"
47,"[9.8674990e-02 5.8437905e-05 4.8879907e-03 4.6627611e-05 7.8320358e-05
 2.1178495e-05 4.1018760e-05 4.5630874e-04 1.1486237e-04 1.8500314e-03
 6.4817227e-06 8.6685807e-01 7.7429533e-05 2.2090660e-05 1.9147103e-05
 6.8871457e-05 2.0327451e-02 1.6806185e-05 1.4914540e-03 4.8823818e-03]"
48,"[5.2466510e-07 1.0372880e-09 2.0595952e-07 2.7863264e-11 7.0336248e-10
 5.7439880e-09 7.3804041e-10 6.1540753e-08 9.7619152e-12 1.2012446e-11
 2.1033911e-10 5.6900586e-08 2.7371244e-10 1.3416046e-07 3.4741485e-10
 1.2773154e-09 9.9999893e-01 5.5495136e-10 8.2648654e-08 9.5059183e-10]"
49,"[1.7507188e-04 6.9218734e-04 1.8865643e-03 1.6688931e-01 6.5250415e-04
 3.3965945e-04 4.5231365e-05 4.0558163e-05 1.5224281e-03 7.3734140e-01
 7.8841234e-03 7.5273220e-03 5.5569690e-04 4.6393703e-04 2.0562124e-02
 2.5924706e-04 8.1328457e-05 4.5116510e-02 1.1588420e-03 6.8060583e-03]"
50,"[4.3494055e-08 6.4489986e-06 1.6887749e-05 1.7911331e-04 3.0662611e-07
 6.9498669e-06 1.2626604e-08 2.2897026e-05 8.5980980e-07 7.0290116e-05
 2.5582656e-05 3.1414464e-05 5.7321664e-08 1.9742338e-06 1.8515771e-05
 1.8111372e-06 1.2916627e-07 9.9959964e-01 3.6397871e-08 1.7022687e-05]"
51,"[1.20412494e-06 7.38753224e-05 1.53838840e-07 1.19807919e-06
 3.44930982e-07 9.81440621e-07 7.53935083e-08 1.60943073e-05
 1.43897816e-09 3.63241497e-07 1.13090755e-04 9.18051796e-07
 6.34651727e-08 9.90446687e-01 9.22732148e-03 2.58182026e-05
 1.68306960e-05 2.97054903e-05 4.48633218e-05 2.55268048e-07]"
52,"[9.9902391e-01 3.2120749e-07 5.5306164e-06 5.0914019e-07 2.3448396e-07
 7.7239797e-09 4.5783437e-08 1.1945458e-09 3.7915407e-07 1.5377909e-05
 1.0297869e-08 9.2351041e-04 1.2361751e-07 2.9416022e-08 4.9241056e-08
 2.6070088e-09 2.6342741e-06 4.2515675e-09 2.5176811e-05 2.0909174e-06]"
53,"[2.3806997e-05 8.4322721e-08 3.2415903e-06 3.5916412e-09 6.7469665e-07
 9.3611527e-07 9.1731565e-08 9.0360909e-06 6.8712898e-09 1.9463122e-09
 2.6193092e-09 6.9689622e-07 8.4177618e-06 1.8682016e-05 6.3615047e-08
 1.1548693e-06 9.9992919e-01 4.9065349e-08 3.8580911e-06 4.9508593e-08]"
54,"[1.7845555e-04 3.4405934e-05 9.7149795e-01 2.4714116e-05 2.3369660e-07
 1.7734613e-06 5.5891354e-07 7.6428393e-04 9.7654822e-07 6.2351435e-05
 2.7186532e-02 1.4122328e-06 2.4786175e-07 2.0487089e-06 1.1187920e-04
 8.6160435e-07 7.7642770e-05 5.0440602e-05 1.4944152e-07 3.1471036e-06]"
55,"[3.7674577e-04 4.8509813e-03 7.3859480e-04 1.7380465e-03 6.5515045e-04
 3.5505381e-03 5.7511912e-03 6.1911944e-04 3.6914385e-04 8.5456611e-04
 7.1364027e-03 4.4980706e-04 1.8639194e-02 5.3600022e-03 9.4265634e-01
 1.1841171e-04 5.9527101e-04 8.8204275e-04 3.6922169e-03 9.6613908e-04]"
56,"[7.2036714e-06 1.6162881e-05 8.5943540e-08 5.4414609e-06 1.4077315e-06
 3.4569646e-05 3.2070206e-05 2.1434504e-07 3.4934539e-05 1.3026468e-06
 1.3335794e-07 5.1344691e-06 9.9976903e-01 1.8747769e-05 3.6178144e-06
 3.2559583e-07 3.2147102e-05 7.7469366e-07 5.6833715e-06 3.1103293e-05]"
57,"[2.06981963e-06 3.41049803e-04 8.25793995e-06 1.02619095e-04
 2.41773669e-03 1.74299404e-02 4.91070023e-05 1.24999016e-04
 2.76667038e-06 1.03933999e-05 4.15113376e-04 1.60315358e-05
 5.67151792e-02 9.06048477e-01 1.35748312e-02 1.64821558e-03
 9.90749802e-04 7.36101501e-05 1.88641279e-05 9.94126731e-06]"
58,"[3.9076207e-07 8.9336703e-07 1.6756354e-04 6.9826456e-06 1.4897859e-05
 9.9009693e-01 2.6940454e-06 3.2937353e-06 2.1861022e-05 8.1034763e-05
 9.5286397e-03 3.5857457e-07 5.9360500e-06 1.0591588e-06 2.9672947e-05
 8.2862664e-07 1.1746683e-06 2.5898513e-05 5.5327639e-08 9.8200526e-06]"
59,"[4.7545007e-05 3.6933503e-05 1.5719809e-02 8.6630534e-05 7.6774697e-05
 1.3693303e-02 3.4660970e-06 9.1721471e-05 1.0425862e-05 8.0493436e-04
 9.5844829e-01 8.8079514e-06 2.6359789e-05 4.2278293e-04 9.2246048e-03
 6.6572516e-06 6.5298867e-05 9.9266577e-04 1.7676495e-05 2.1536599e-04]"
60,"[2.8853670e-01 2.4051556e-05 1.2987877e-07 1.7716019e-08 1.6158086e-08
 1.6927361e-08 1.8535306e-06 2.5440551e-07 2.9959972e-07 4.6863804e-08
 3.6017017e-08 5.2982021e-05 2.9398420e-08 1.5481137e-05 2.5564783e-05
 2.4992326e-07 1.1087181e-05 4.0212161e-08 7.1115434e-01 1.7687744e-04]"
61,"[1.33359786e-02 4.53496250e-06 6.70026019e-02 1.07594795e-04
 2.50591711e-05 1.29716523e-06 2.55052987e-06 9.16879060e-07
 1.69278028e-05 4.67622668e-01 4.33003079e-05 4.51654464e-01
 2.48792931e-05 8.87574458e-07 8.71964176e-07 2.02002434e-06
 2.30984533e-05 1.11096260e-05 2.07760913e-05 9.84729195e-05]"
62,"[1.8043887e-06 2.2129783e-05 1.9585184e-04 1.7195150e-04 2.1498713e-06
 1.3581685e-05 1.5780917e-06 6.4192236e-08 1.6196936e-05 9.9936575e-01
 2.6172043e-05 9.2799986e-05 3.8732610e-06 5.8368826e-08 4.3595312e-05
 2.9018199e-07 1.4536364e-07 3.0153269e-05 7.3575745e-07 1.1189807e-05]"
63,"[1.91765093e-08 4.51977300e-08 3.96794739e-08 1.30713954e-06
 1.55161175e-07 2.77973741e-05 9.97476995e-01 2.31432111e-07
 2.25117733e-03 8.52550272e-07 9.97809746e-09 1.55143027e-08
 2.29464655e-04 2.25873364e-09 1.79473409e-06 9.73161534e-08
 1.52834811e-08 1.82823656e-09 9.91648812e-06 1.05698376e-07]"
64,"[1.0011775e-07 1.5203733e-07 2.9869068e-07 5.2225784e-07 1.2095214e-07
 4.1629373e-05 9.9930382e-01 2.9326302e-06 6.0507166e-04 2.3101373e-07
 5.2803955e-08 3.6668432e-08 3.1747859e-05 1.9141220e-08 5.2450923e-06
 4.3452332e-08 2.0469375e-07 7.2643466e-08 7.7439699e-06 1.3807694e-08]"
65,"[1.92216362e-06 9.15218745e-09 1.81617877e-13 4.14132374e-11
 1.02313186e-10 3.05268477e-10 3.47457240e-06 3.62548290e-11
 1.40227110e-08 1.47974508e-10 1.51186442e-12 2.08148429e-10
 2.60454380e-10 5.60548230e-09 1.41454348e-06 5.64225608e-08
 5.87319615e-09 2.16729676e-10 9.99992967e-01 1.23192137e-07]"
66,"[7.7714333e-09 3.9974544e-09 2.0394467e-05 1.4550178e-06 5.7150795e-09
 8.0288948e-10 5.3732897e-08 9.9997544e-01 3.7478975e-09 1.9224367e-11
 1.1310188e-07 2.1751148e-06 2.1364073e-10 3.8166878e-10 1.3929479e-09
 1.5386123e-09 2.0267601e-07 3.0594035e-07 2.1009801e-10 1.3715982e-09]"
67,"[2.8142224e-09 2.2811970e-09 3.3562443e-08 4.2452948e-09 4.8047109e-06
 1.0875978e-10 1.5998793e-08 2.7847550e-06 1.7662330e-08 1.6573355e-10
 1.8965971e-09 4.1297469e-08 4.2965742e-09 1.3681167e-06 3.9126795e-09
 9.9999022e-01 1.6193683e-08 5.8485224e-08 1.9730803e-07 2.8394476e-07]"
68,"[1.6669283e-07 4.7495749e-05 9.7082682e-07 8.1327627e-05 1.0589600e-07
 7.3842493e-08 3.1506638e-06 9.9935347e-01 2.8930813e-08 3.9423956e-10
 2.5157522e-06 2.1217734e-06 2.3145555e-08 2.9089791e-04 2.0183919e-07
 1.8701927e-07 5.7028443e-05 1.5964564e-04 5.8483312e-07 1.3049744e-08]"
69,"[1.8470645e-07 1.0193813e-04 3.8890139e-06 9.7515082e-01 1.8280492e-05
 7.7465432e-07 1.1813678e-06 2.3396131e-02 4.7121301e-07 6.9862445e-08
 3.2062038e-05 4.6885124e-04 9.0528096e-07 5.0882350e-05 2.3461536e-07
 3.5828654e-07 4.9356177e-06 7.6672324e-04 2.8470777e-07 1.1579602e-06]"
70,"[5.4535899e-08 4.9769952e-08 1.4040047e-07 7.5182681e-05 1.0341878e-06
 6.1832088e-07 9.9984801e-01 4.9552855e-06 1.4384160e-05 1.1065954e-08
 7.2956503e-08 3.1579276e-08 3.3885808e-05 1.7388581e-08 7.0660299e-06
 1.0620475e-07 1.5861025e-07 1.6682328e-08 1.3941898e-05 1.8261919e-07]"
71,"[9.99954581e-01 3.81161299e-05 1.00293596e-06 3.49237261e-09
 7.23391391e-09 1.23697508e-09 5.56438735e-08 1.04011715e-08
 3.88790955e-09 2.73127343e-09 2.03558486e-08 2.48678901e-07
 6.85030144e-10 2.88928770e-09 8.11209855e-09 2.12319717e-10
 3.07187111e-06 1.57381730e-09 2.81884309e-06 2.99373397e-08]"
72,"[4.76586282e-09 1.11258602e-08 8.78977158e-09 4.89398033e-09
 9.88811053e-07 8.95088359e-09 6.63392785e-10 3.62687551e-08
 6.45020481e-09 1.56483146e-08 7.65829213e-08 1.17200702e-08
 1.04624442e-09 1.00627766e-07 1.25248745e-08 9.99997854e-01
 6.39349018e-10 7.25050768e-07 3.94704855e-08 9.37320834e-08]"
73,"[7.0061630e-11 1.1737709e-09 4.9983555e-08 1.3029462e-07 9.9999559e-01
 9.0968726e-08 3.7491759e-08 4.4939085e-08 6.4484487e-11 2.4055510e-10
 3.8856761e-08 4.1444581e-10 2.5890135e-06 1.0243457e-09 5.2422271e-09
 1.2989309e-06 2.6542257e-09 1.0490394e-09 2.3675337e-10 2.3547239e-08]"
