Id,y
11,"[1.29384523e-06 7.70273891e-06 1.86570378e-05 9.98346686e-01
 1.03968145e-04 1.01562582e-05 7.49504306e-06 5.55681545e-05
 1.51359214e-04 9.33988777e-05 4.53591383e-06 9.33328061e-04
 5.42350717e-05 2.42159258e-05 8.27545864e-06 3.50572395e-06
 1.75951868e-06 1.36208284e-04 3.10931246e-05 6.46844364e-06]"
12,"[1.11694929e-08 7.35904529e-14 1.06462304e-10 6.48696030e-09
 6.50454690e-11 8.00512174e-12 1.84353401e-12 5.62014568e-09
 2.75415402e-09 5.33111166e-10 4.47226383e-14 1.00000000e+00
 3.13924581e-10 4.06759314e-11 1.34170425e-13 1.90732638e-11
 5.79005489e-11 1.04414533e-09 3.24826559e-12 1.53055402e-09]"
13,"[4.5598941e-07 1.5228253e-03 5.5448334e-07 3.2731011e-06 1.4283765e-07
 4.1556064e-05 9.0761671e-07 2.9607293e-07 5.0194799e-08 1.1877835e-06
 4.1456711e-03 1.0868998e-08 2.7432741e-09 1.2180181e-04 9.9415541e-01
 1.1125009e-08 2.5084944e-08 1.2329199e-06 3.9139686e-06 6.3333226e-07]"
14,"[1.9393503e-06 1.3258408e-06 9.1469847e-06 1.4498708e-03 1.5654789e-05
 1.6282186e-03 3.7287112e-04 1.5641583e-05 9.9606127e-01 8.5083135e-05
 2.3635794e-05 1.3590427e-04 3.9208160e-05 3.9885972e-06 6.8206733e-05
 2.0218531e-06 1.7556615e-06 6.3144777e-05 1.4239682e-06 1.9683350e-05]"
15,"[2.9503144e-06 9.2517948e-05 4.2286927e-05 1.2958850e-03 1.1069607e-05
 6.7250972e-04 7.1005384e-06 4.5903979e-04 7.2392620e-05 5.5087137e-04
 1.8559808e-03 1.0457226e-04 1.5468129e-05 3.2765101e-04 7.2693278e-04
 1.4650924e-05 6.9006760e-06 9.8833084e-01 1.3382045e-05 5.3969724e-03]"
16,"[9.9935955e-01 4.8683501e-06 1.9821368e-06 2.0010109e-09 4.9212360e-07
 3.1175136e-07 1.7220890e-06 4.7927659e-07 1.7591627e-07 3.5263538e-06
 2.9264427e-08 5.5664621e-04 4.7456913e-07 2.3536876e-07 2.6912684e-07
 1.3527870e-06 5.8365156e-05 3.6912716e-08 4.9707796e-06 4.4828298e-06]"
17,"[4.1892415e-07 1.8284859e-06 8.4544496e-07 1.2552028e-06 3.8740902e-07
 2.6296630e-07 1.4418700e-07 1.6756759e-06 4.0979675e-08 1.6160085e-07
 1.2227514e-06 1.3701546e-06 3.7673703e-06 9.9989462e-01 5.7979327e-05
 1.5914449e-05 8.1649996e-06 3.5433991e-06 6.0333623e-06 3.7454333e-07]"
18,"[4.2668594e-06 5.3570267e-05 1.6561209e-05 5.1148218e-05 1.1731269e-06
 1.4797652e-05 1.9767738e-06 8.6347027e-06 6.1337337e-06 1.8777308e-04
 4.8798898e-05 3.7094796e-05 6.4609580e-05 9.7407418e-01 3.0237373e-03
 3.9667226e-04 3.4309338e-05 1.0265169e-02 2.2657319e-04 1.1482807e-02]"
19,"[5.2729621e-07 4.5480189e-07 1.3543115e-06 5.8361670e-06 1.5890822e-04
 8.1352819e-06 8.6608625e-06 5.9944034e-07 1.8196534e-06 1.9237618e-06
 2.5720935e-08 3.9633533e-06 9.9978179e-01 4.3337222e-06 8.0814232e-08
 3.0838144e-06 1.4538575e-05 5.1598067e-07 2.5035990e-06 9.1007882e-07]"
20,"[8.2219784e-05 1.3996324e-03 8.9967297e-04 2.6708428e-04 1.3037775e-05
 2.2424506e-04 1.9120500e-06 3.4472760e-07 3.3359627e-06 9.9598831e-01
 2.6658181e-05 3.7825719e-04 9.4533216e-06 1.9505485e-06 2.1601983e-05
 6.3448574e-06 6.7943745e-07 6.3384889e-04 3.9701122e-06 3.7509864e-05]"
21,"[2.2766676e-06 4.9875892e-04 6.2417152e-04 1.7978485e-04 5.8340777e-07
 4.5152436e-05 3.0941187e-06 1.0305461e-07 2.7193303e-07 9.9638271e-01
 1.5150555e-04 6.5759368e-06 9.6313329e-07 9.4832978e-07 7.2007830e-04
 1.7165207e-06 1.8667204e-07 2.5868733e-04 5.0599923e-05 1.0717774e-03]"
22,"[1.19177891e-07 1.73756898e-09 5.81944137e-09 7.15785431e-10
 2.66068465e-08 7.25256452e-11 1.15551169e-09 9.16915488e-10
 3.52840446e-09 5.19799004e-09 1.89392217e-08 4.04366141e-09
 6.01089400e-10 1.05522545e-07 1.69169767e-09 9.99974608e-01
 2.08677857e-08 4.00467792e-09 2.50763783e-08 2.50536577e-05]"
23,"[5.99960174e-07 2.36731665e-08 2.12010693e-08 1.23973064e-06
 1.94333347e-06 2.44722003e-04 9.37909245e-01 1.77413170e-07
 6.18049763e-02 6.35830446e-08 7.76353559e-09 6.14114910e-08
 2.12732248e-05 4.09106438e-09 9.40506595e-07 1.24827375e-08
 1.71964430e-07 5.55434143e-09 1.41632672e-05 3.09354789e-07]"
24,"[1.00816305e-05 6.37639096e-06 3.76093681e-08 2.73231490e-06
 4.24814914e-07 1.94371967e-08 1.19786804e-04 1.83407292e-06
 3.30898587e-07 1.49946203e-07 3.26159211e-09 5.10050711e-07
 6.39137143e-05 6.42150408e-05 1.56546128e-06 1.71975739e-06
 3.65886962e-07 4.36111861e-07 9.99723017e-01 2.34008598e-06]"
25,"[2.9912211e-05 2.2066834e-04 3.0288007e-04 7.0731044e-01 1.2301268e-04
 3.5912115e-07 2.6190184e-05 1.9256780e-02 1.1993697e-04 2.3510156e-05
 2.3969351e-05 3.5560813e-02 6.0007125e-05 4.1336447e-02 2.2941413e-04
 1.4916039e-04 2.6915355e-05 3.9062616e-03 1.9117464e-01 1.1868422e-04]"
26,"[1.5766315e-07 2.2762464e-07 7.4912787e-05 3.9812580e-08 2.0562816e-09
 2.1893442e-08 1.7915465e-07 9.9933136e-01 9.5584504e-08 4.7640825e-10
 4.4303459e-05 3.8813846e-06 1.2692449e-09 3.6598678e-07 1.5208052e-07
 1.3111161e-07 1.3372133e-06 5.4263254e-04 7.9284632e-09 1.9778389e-07]"
27,"[7.55610890e-05 3.82981716e-06 2.90668049e-06 3.14421686e-06
 1.12633534e-05 8.66370450e-04 9.88521218e-01 5.36931884e-06
 8.75754002e-03 5.68203404e-06 2.87911644e-06 1.41691908e-06
 5.45777875e-05 1.92786331e-07 1.13519265e-04 3.40378051e-06
 3.03713614e-06 3.61815864e-07 1.39550737e-03 1.72132539e-04]"
28,"[6.8855443e-06 3.5414129e-07 3.2159174e-04 1.7804040e-06 3.5303663e-05
 9.5873016e-01 1.7864523e-03 1.3705926e-05 1.2152637e-03 2.6678008e-06
 1.8495934e-05 2.6073239e-06 3.3348610e-05 5.7225534e-06 9.1861380e-05
 5.1194597e-06 3.7725948e-02 1.0462982e-06 2.2077153e-07 1.3958435e-06]"
29,"[2.2691869e-05 9.2060327e-07 1.2968235e-04 1.0105334e-06 1.3272747e-05
 2.7907338e-06 2.1578326e-06 1.4661072e-03 4.4940466e-06 7.9163179e-08
 7.0926336e-07 2.1617083e-05 7.1532057e-05 1.3923516e-04 7.0400699e-07
 3.5608656e-04 9.9773526e-01 1.7410845e-05 1.8570609e-06 1.2462872e-05]"
30,"[1.1646169e-03 1.5119094e-03 1.6816970e-02 2.0857414e-03 8.9121321e-03
 1.2388891e-03 9.0200925e-04 5.1652785e-02 5.7935162e-04 3.6524600e-04
 6.2485989e-03 4.7776941e-03 2.9204872e-03 6.7119825e-01 8.5788788e-03
 7.0761994e-02 1.2121260e-01 2.1692354e-02 2.4168734e-03 4.9626101e-03]"
31,"[5.8689572e-08 1.6708896e-04 9.1512455e-08 3.2227101e-07 6.3673163e-08
 6.4604023e-07 6.0973171e-08 1.3855008e-07 8.0858591e-09 1.2614333e-07
 1.1272493e-06 8.3610106e-09 4.6518287e-09 7.9172862e-01 2.0799369e-01
 1.4397473e-06 4.3954552e-07 1.9086272e-06 1.0359406e-04 6.3661838e-07]"
32,"[4.7636584e-10 1.5818509e-07 1.1042383e-09 3.4603509e-08 4.1677808e-09
 4.0814796e-10 4.2759896e-11 2.1735572e-10 3.9349236e-11 6.5617565e-09
 1.3852337e-09 2.3080284e-09 1.2363775e-08 9.9998772e-01 8.9241121e-06
 2.7797889e-06 9.1458050e-09 5.3194423e-08 3.4330577e-07 4.7704614e-09]"
33,"[1.78871385e-04 1.23110297e-07 1.33036636e-04 3.90438254e-05
 1.59670140e-06 2.71327917e-06 3.98511958e-07 5.84477277e-07
 2.22484323e-05 3.14512500e-03 8.67466632e-09 2.20276624e-01
 7.75693297e-01 1.53313376e-05 4.48365327e-08 2.81651296e-07
 9.84014550e-05 9.70756373e-05 1.15448665e-05 2.83650996e-04]"
34,"[7.2541013e-09 1.3778538e-10 2.3466020e-08 1.2794655e-07 7.9595722e-08
 1.2964031e-07 8.1945551e-08 3.3940797e-08 1.6510267e-06 1.0928527e-07
 2.4771692e-11 5.1848538e-06 9.9998510e-01 1.3949294e-08 3.1959269e-11
 1.2251111e-08 7.3920251e-06 3.6756894e-08 1.0046476e-08 7.6245563e-08]"
35,"[6.6464168e-09 1.2148646e-08 1.4031604e-08 3.1659255e-07 2.8186901e-06
 5.1351446e-07 4.2724508e-08 6.2855783e-08 2.4300329e-07 1.1341189e-07
 5.8389710e-11 3.5657720e-06 9.9998796e-01 8.3025958e-07 5.3857158e-10
 1.9591919e-08 3.0741924e-06 2.3889137e-07 9.1664020e-08 7.3187913e-08]"
36,"[0.05564122 0.01327117 0.3796774  0.02933699 0.00856837 0.02052593
 0.00663449 0.0167108  0.0025442  0.02635214 0.3761017  0.01285494
 0.00260459 0.00475179 0.01298776 0.00520904 0.00911162 0.00482086
 0.00480501 0.00748991]"
37,"[1.7213812e-05 9.4790212e-06 5.3290951e-05 6.8283000e-05 2.8522080e-01
 4.5013971e-05 3.2974629e-05 8.3251718e-05 1.1422950e-05 5.4146035e-06
 9.8923454e-07 1.7465525e-05 6.3965130e-01 4.4677048e-03 2.2747643e-05
 2.1202913e-03 6.7885056e-02 6.3649936e-06 2.0558831e-04 7.5269345e-05]"
38,"[1.27983782e-07 9.75868275e-08 2.29797279e-05 5.98120266e-07
 1.67203373e-09 8.05409712e-08 2.28606051e-10 3.24745265e-12
 2.22035079e-09 9.99972820e-01 4.43091750e-08 2.55901205e-06
 1.89986604e-09 6.34545194e-10 6.53794707e-09 7.82286513e-10
 5.01632347e-11 7.60130604e-07 1.21582833e-09 1.21551595e-08]"
39,"[1.16541585e-08 1.10942074e-06 5.11632436e-07 1.86681700e-05
 3.40902943e-07 3.59331329e-06 8.29863254e-08 1.41841481e-02
 5.00680699e-07 5.90405307e-07 3.42177799e-07 1.21590550e-04
 8.49524611e-07 3.39109329e-06 8.76498177e-07 3.26154151e-07
 2.69781623e-07 9.85654056e-01 1.48001206e-07 8.68367351e-06]"
40,"[1.1680866e-10 1.5235227e-12 9.7117736e-09 3.6763996e-07 1.9629720e-06
 1.2692744e-06 3.7662167e-06 7.2658088e-09 9.9989259e-01 1.5277568e-08
 8.3257873e-11 2.0636681e-07 9.9719560e-05 1.7336410e-11 7.6294540e-11
 1.6919752e-09 2.2266901e-10 3.3231371e-09 1.5401128e-11 4.1024439e-10]"
41,"[1.44293508e-10 8.51465387e-08 3.93997901e-09 7.10596026e-08
 9.99994755e-01 1.15214249e-07 2.32772805e-08 1.53510697e-07
 8.48323023e-10 1.07231934e-09 1.59983393e-09 1.14717080e-08
 2.62979734e-06 1.62690174e-06 1.91153315e-08 4.47572944e-07
 4.15067660e-08 1.02837085e-07 5.47437784e-09 5.55453183e-10]"
42,"[1.1316656e-06 3.4486842e-05 3.4301062e-03 9.5447624e-01 1.9533357e-04
 1.5029842e-04 6.8734075e-06 2.6921736e-04 3.6178179e-05 9.3564726e-03
 3.6852940e-05 2.7137000e-02 4.0786574e-05 6.0465947e-05 2.1550668e-05
 4.1662929e-06 7.8541398e-06 4.7164997e-03 4.8650218e-06 1.3669077e-05]"
43,"[2.5535004e-05 1.5059963e-07 4.9711457e-07 2.1643525e-06 5.2809764e-06
 4.1970459e-05 2.2321005e-06 4.5390554e-08 3.7975215e-06 2.2725277e-03
 7.2966415e-08 1.2678526e-04 2.5651623e-05 4.7472066e-09 2.6701525e-06
 3.6163445e-07 1.8536829e-07 9.2308064e-06 1.3323767e-04 9.9734759e-01]"
44,"[8.85065390e-07 9.51389325e-07 7.00195505e-06 4.86334031e-08
 9.24177766e-06 9.93414402e-01 6.47487957e-03 1.10270248e-05
 1.86519283e-05 8.50580534e-07 9.04089211e-06 1.12449634e-07
 1.22143683e-06 1.22399397e-08 4.60018418e-05 2.77310308e-09
 3.26126474e-06 1.24717144e-06 3.05022283e-08 1.14739100e-06]"
45,"[9.4610719e-08 1.0555676e-07 1.2252519e-07 4.8167164e-09 1.4089576e-07
 9.3011884e-05 9.9986577e-01 5.4576930e-08 3.0583244e-05 3.9998778e-08
 1.0025123e-08 6.4257413e-09 5.2671930e-07 4.0512265e-09 9.0190924e-06
 1.2506415e-08 5.8707386e-08 1.8447702e-09 4.0863549e-07 5.4584742e-08]"
46,"[7.1125878e-03 1.7686814e-02 2.3236006e-02 1.5666267e-03 1.3434304e-03
 5.2805152e-03 2.0891484e-03 3.0293962e-04 2.6354674e-04 8.9432001e-01
 1.2702468e-03 2.1605588e-02 1.2858890e-03 3.3741139e-04 3.5790454e-03
 7.3313632e-04 4.8757036e-04 1.2759661e-02 1.6138091e-03 3.1261260e-03]"
47,"[1.6018908e-02 2.0369912e-06 4.6987638e-02 2.9451794e-05 1.5083832e-05
 1.8711229e-04 4.5027282e-05 1.7170209e-04 1.4025113e-05 8.9622624e-03
 9.4806210e-06 8.9645547e-01 1.7220931e-04 2.8211369e-05 2.9584638e-05
 1.7058497e-05 2.9344473e-02 7.0598573e-05 3.0811865e-05 1.4088368e-03]"
48,"[2.48043443e-06 5.31612709e-09 1.14922414e-05 8.94764352e-09
 2.09631537e-07 1.07429749e-07 5.21215355e-08 5.72862518e-06
 1.13199894e-08 1.10683125e-08 5.75421399e-09 1.43021680e-06
 1.59111698e-06 2.83823442e-06 2.05760088e-07 2.51712862e-07
 9.99973297e-01 1.23410970e-08 8.76007036e-08 1.88142195e-07]"
49,"[4.3764458e-06 4.1747958e-04 7.7086268e-04 8.7019969e-03 8.9701047e-07
 4.8789105e-05 1.2012556e-06 1.3259427e-07 4.2462628e-07 9.8732263e-01
 7.8804842e-05 9.3642171e-05 1.8190597e-06 5.9845428e-05 9.8184089e-04
 8.1802709e-06 2.7562896e-07 1.0583836e-03 4.4932876e-05 4.0353157e-04]"
50,"[4.5786415e-09 3.9934575e-06 2.5730199e-06 8.5552856e-05 7.3428225e-08
 1.9798641e-05 6.3103805e-08 7.5830190e-05 5.9704496e-07 2.0101950e-05
 1.7081297e-04 2.7441085e-06 4.6396185e-08 3.4457944e-06 3.8244383e-05
 1.6500253e-07 3.4061170e-08 9.9955255e-01 3.0345930e-08 2.3365641e-05]"
51,"[5.4484904e-08 3.4128836e-06 2.7295036e-07 2.1338946e-07 2.6885167e-09
 3.6418896e-08 3.4639167e-09 1.6929070e-07 2.2048086e-09 1.9230436e-08
 2.2443346e-06 8.3587068e-08 5.7636726e-08 9.9989283e-01 9.4494746e-05
 6.4973852e-07 1.5582582e-06 2.8916577e-06 9.7709722e-07 2.2766555e-08]"
52,"[9.99568045e-01 1.03874197e-06 1.97410550e-08 3.22921001e-09
 3.19983116e-08 1.16685355e-08 3.98067300e-07 1.58583513e-09
 1.14638175e-08 9.00886391e-07 3.21748561e-09 6.13639786e-05
 1.15083630e-07 5.57770470e-08 1.08262320e-07 7.11891772e-08
 3.01599925e-06 7.73411113e-10 3.55496508e-04 9.21890296e-06]"
53,"[7.17739613e-06 6.34056363e-08 2.10313210e-05 8.81655549e-09
 1.23620543e-06 1.89714072e-07 1.07378135e-07 5.13611576e-06
 2.56294790e-08 1.60194418e-08 1.78106117e-08 3.21995770e-07
 2.69121824e-06 9.95991559e-06 7.75766694e-07 5.80651260e-07
 9.99950528e-01 1.16110037e-08 5.17605301e-08 3.57406762e-08]"
54,"[1.3261830e-03 6.8519445e-04 9.7356385e-01 6.5964326e-04 1.6764946e-04
 3.2378518e-04 2.8045120e-04 8.3292304e-03 1.6120677e-04 1.3680580e-03
 6.5837945e-03 9.1192732e-04 1.6753392e-04 3.5325051e-04 6.5681222e-04
 1.9028160e-04 2.9550970e-03 1.2177930e-03 3.7204787e-05 6.0902687e-05]"
55,"[3.8686611e-03 1.7427417e-02 5.0367671e-03 1.0664983e-02 1.4549900e-03
 1.7425662e-02 5.3992476e-03 8.7125105e-04 2.5714962e-03 1.1205114e-02
 6.1293449e-03 1.7036899e-03 3.5353678e-03 2.4222907e-02 8.6779362e-01
 8.4411900e-04 1.8670453e-03 1.1915810e-03 1.4030592e-02 2.7560529e-03]"
56,"[1.6202782e-03 2.7187488e-03 4.9174107e-03 5.1072501e-03 2.2965590e-03
 1.9433167e-02 7.8991484e-03 4.4525522e-04 7.5640557e-03 3.8897821e-03
 3.7457593e-04 3.5651186e-03 4.0033033e-01 3.4532905e-02 4.7120985e-01
 4.0392327e-04 9.9758729e-03 9.7582163e-04 1.7238777e-02 5.5012284e-03]"
57,"[3.4137702e-05 4.1942545e-03 2.8715673e-04 4.1262209e-04 4.3758113e-02
 9.5161296e-02 4.2906831e-04 2.9282275e-04 2.9221950e-05 3.1467754e-04
 2.2590579e-05 3.5416879e-04 4.8536265e-01 3.5519016e-01 9.9724550e-03
 1.5703148e-04 1.9143244e-03 1.5447380e-03 5.0349394e-04 6.5017601e-05]"
58,"[2.0987935e-10 1.0528437e-08 2.0908047e-08 1.3452630e-07 8.2722238e-07
 9.9999285e-01 2.9356654e-06 2.3299135e-08 4.2668427e-07 9.4947431e-08
 1.1157607e-06 3.3138550e-09 2.9889875e-08 1.6790990e-08 1.3892702e-06
 1.5015546e-10 9.9307340e-10 1.2361086e-07 1.7161969e-10 1.9795219e-09]"
59,"[8.8644119e-05 7.5106841e-04 6.2884805e-03 9.1644173e-04 5.0413236e-04
 5.2863746e-03 6.5184850e-04 4.7854253e-04 2.5145590e-04 1.3678077e-03
 8.7518620e-01 1.7936275e-04 3.2291748e-05 2.9549042e-03 1.0293652e-01
 6.5073359e-04 2.3608220e-04 7.1901886e-04 1.1142762e-04 4.0856207e-04]"
60,"[1.6638142e-01 3.0122495e-05 6.0306058e-07 6.3452768e-07 3.0871902e-07
 5.2459711e-07 1.0434277e-05 5.5911812e-07 1.6950577e-07 4.1344292e-06
 2.5866515e-07 7.8121891e-05 2.6819378e-06 1.5027802e-04 2.2600945e-04
 8.2121232e-06 3.5701138e-05 2.8548575e-07 8.3282554e-01 2.4400721e-04]"
61,"[1.29989404e-02 8.32994701e-04 5.45073040e-02 1.00576375e-02
 1.48127074e-04 5.23021081e-05 8.81325977e-05 1.08426138e-04
 4.82595788e-05 2.36853614e-01 1.54253584e-03 6.80413485e-01
 1.11927082e-04 2.00833965e-04 2.19489375e-04 3.51444614e-04
 8.34807943e-05 4.85925295e-04 3.39235383e-04 5.56029612e-04]"
62,"[3.4459561e-04 2.1978791e-04 2.4046833e-03 1.1996105e-03 1.1216550e-04
 8.2581566e-04 1.5616251e-05 4.3008481e-07 4.7564322e-06 9.9158722e-01
 6.6789238e-05 2.4882099e-03 4.9489765e-05 7.7960416e-05 1.6796803e-04
 1.3070433e-05 5.1499383e-06 2.7213842e-04 6.0749979e-05 8.3763123e-05]"
63,"[1.8933768e-08 1.9986317e-10 3.1518201e-09 2.9858369e-09 7.0080097e-10
 6.4869624e-07 9.9951112e-01 9.5840997e-09 4.8465643e-04 7.2043127e-10
 3.3545160e-11 1.6269145e-09 1.8605348e-06 3.3872076e-12 1.7345167e-08
 3.8969980e-10 3.5030632e-09 4.8190087e-11 1.7376293e-06 1.9884776e-08]"
64,"[1.0103566e-08 6.6541208e-09 3.6596127e-08 8.9086312e-09 3.9985995e-08
 2.1882903e-07 9.9992192e-01 7.2318059e-08 3.4232824e-05 1.5618079e-09
 1.3564796e-09 1.6955721e-09 3.9204693e-05 3.6385964e-10 6.5911053e-08
 3.6903916e-08 3.8666929e-08 2.6818589e-10 3.9698175e-06 3.4393903e-08]"
65,"[5.5107506e-08 1.5252586e-09 3.8622063e-14 1.0962278e-11 3.4753346e-12
 2.1774516e-13 7.9360412e-08 3.9989130e-11 4.6985952e-12 1.8827901e-12
 3.4594867e-13 1.4063179e-11 5.4091592e-10 7.2463358e-10 2.8480601e-08
 1.4819301e-10 1.4563380e-11 6.5733730e-13 9.9999988e-01 5.7188643e-08]"
66,"[6.4375741e-11 2.6221527e-09 1.5908030e-07 8.9494404e-07 4.4674988e-09
 2.6082644e-10 1.9151311e-10 9.9990416e-01 3.3172669e-09 7.1681457e-13
 2.7047027e-09 2.6284499e-07 2.0251172e-10 5.2525264e-09 4.6273330e-10
 3.6902029e-10 3.8828464e-08 9.4500960e-05 1.2590894e-10 1.8327996e-10]"
67,"[2.3196005e-09 5.2253970e-09 3.7629174e-08 3.1247711e-09 1.3425600e-07
 2.5193030e-11 6.7946138e-10 1.8832261e-06 5.2105253e-10 4.8991600e-10
 7.3433424e-09 6.7053506e-08 5.1009807e-10 1.0670794e-06 1.5948936e-09
 9.9999571e-01 2.8107953e-08 2.0072424e-07 9.9180333e-08 7.7746444e-07]"
68,"[6.0085185e-06 1.4297651e-04 1.5511261e-05 1.5176853e-04 1.2336870e-06
 5.3057175e-07 3.5724890e-06 9.9785727e-01 2.1781302e-06 1.4658192e-08
 8.5241627e-06 2.3168504e-04 1.8192728e-06 2.1923933e-04 2.9097721e-06
 1.8361612e-06 1.7561625e-04 1.1688254e-03 7.6509632e-06 7.1947903e-07]"
69,"[1.9381612e-07 1.9730680e-05 1.8581912e-05 2.6576170e-01 2.1394237e-07
 1.1600007e-07 3.3595452e-07 7.0465964e-01 9.7866950e-06 2.4456648e-07
 2.0864329e-05 5.4986571e-04 3.9162907e-07 9.4821589e-05 5.6090516e-07
 1.9019429e-07 9.5301704e-07 2.8861023e-02 6.7135147e-07 1.0094344e-07]"
70,"[1.0459876e-09 1.1148277e-08 4.5237236e-10 7.0018245e-08 2.1756316e-08
 2.1821845e-07 9.9991834e-01 1.4987798e-07 2.8143734e-06 2.6007307e-10
 3.9614073e-10 4.5445661e-10 3.6352318e-07 6.7067046e-10 1.8444442e-06
 1.8072528e-09 2.2789761e-09 3.0716734e-09 7.5984935e-05 1.5166235e-07]"
71,"[9.9994314e-01 5.4180662e-05 7.6677598e-10 3.3625977e-11 1.8546903e-08
 6.4855488e-10 3.3042124e-08 7.2765877e-10 5.4653577e-11 7.1223747e-09
 1.0962792e-10 2.3748281e-07 2.3465023e-09 3.0236134e-09 8.1458831e-09
 1.8078665e-09 3.6554857e-07 1.2147817e-09 1.9978756e-06 1.2442354e-08]"
72,"[5.0583745e-13 5.9207115e-13 1.1565176e-13 2.3369461e-14 1.6693521e-08
 8.2811929e-15 1.1804706e-14 1.9981412e-14 1.0539008e-14 2.6025419e-13
 2.4764867e-12 5.5730885e-14 1.3270059e-14 9.9171338e-11 7.6748417e-13
 1.0000000e+00 2.5821362e-13 2.8158108e-14 7.3839953e-12 7.9663567e-12]"
73,"[7.16067691e-11 5.77951997e-09 4.72114327e-11 1.26604449e-09
 9.99999285e-01 9.48368672e-09 4.28668390e-09 1.81323090e-09
 7.41908895e-11 1.44042755e-11 1.56595487e-10 1.08680724e-10
 1.68843059e-07 1.98369232e-09 2.27689131e-10 5.52173447e-07
 8.46005221e-09 4.48484166e-11 1.19798116e-09 7.59207350e-11]"
74,"[1.2382457e-08 1.0373945e-05 1.9495716e-09 3.8619763e-08 2.4197095e-07
 1.0178361e-05 5.4893376e-06 5.4515919e-08 3.3595746e-09 7.0431696e-09
 2.8775555e-06 3.9747983e-09 1.6099015e-09 2.3989545e-03 9.9753141e-01
 2.9466403e-08 6.9493247e-08 4.6533977e-08 3.7641643e-05 2.5281349e-06]"
